"";"name.company";"ref.date";"1 Ativo Total";"1.01 Ativo Circulante";"1.01.01 Caixa e Equivalentes de Caixa";"1.01.02 Aplicações Financeiras";"1.01.03 Contas a Receber";"1.01.04 Estoques";"1.01.05 Ativos Biológicos";"1.01.06 Tributos a Recuperar";"1.01.07 Despesas Antecipadas";"1.01.08 Outros Ativos Circulantes";"1.02 Ativo Não Circulante";"1.02.01 Ativo Realizável a Longo Prazo";"1.02.02 Investimentos";"1.02.03 Imobilizado";"1.02.04 Intangível";"1.02.05 Diferido";"2 Passivo Total";"2.01 Passivo Circulante";"2.01.01 Obrigações Sociais e Trabalhistas";"2.01.02 Fornecedores";"2.01.03 Obrigações Fiscais";"2.01.04 Empréstimos e Financiamentos";"2.01.05 Outras Obrigações";"2.01.06 Provisões";"2.01.07 Passivos sobre Ativos Não-Correntes a Venda e Descontinuados";"2.01.08 Outros";"2.02 Passivo Não Circulante";"2.02.01 Empréstimos e Financiamentos";"2.02.02 Outras Obrigações";"2.02.03 Tributos Diferidos";"2.02.04 Provisões";"2.02.05 Passivos sobre Ativos Não-Correntes a Venda e Descontinuados";"2.02.06 Lucros e Receitas a Apropriar";"2.03 Patrimônio Líquido";"2.03 Patrimônio Líquido Consolidado";"2.03.01 Capital Social Realizado";"2.03.02 Reservas de Capital";"2.03.03 Reservas de Reavaliação";"2.03.04 Reservas de Lucros";"2.03.05 Lucros/Prejuízos Acumulados";"2.03.06 Ajustes de Avaliação Patrimonial";"2.03.07 Ajustes Acumulados de Conversão";"2.03.08 Outros Resultados Abrangentes";"2.03.09 Participação dos Acionistas Não Controladores";"2.04 Part. de Acionistas Não Controladores";"2.05 Patrimônio Líquido";"2.05.01 Capital Social Realizado";"2.05.02 Reservas de Capital";"2.05.03 Reservas de Reavaliação";"2.05.04 Reservas de Lucro";"2.05.05 Ajustes de Avaliação Patrimonial";"2.05.06 Lucros/Prejuízos Acumulados";"2.05.07 Adiantamento para Futuro Aumento Capital";"3.01 Receita de Venda de Bens e/ou Serviços";"3.02 Custo dos Bens e/ou Serviços Vendidos";"3.03 Resultado Bruto";"3.04 Despesas/Receitas Operacionais";"3.05 Resultado Antes do Resultado Financeiro e dos Tributos";"3.06 Resultado Financeiro";"3.07 Resultado Antes dos Tributos sobre o Lucro";"3.08 Imposto de Renda e Contribuição Social sobre o Lucro";"3.09 Resultado Líquido das Operações Continuadas";"3.10 Resultado Líquido de Operações Descontinuadas";"3.11 Lucro/Prejuízo Consolidado do Período";"3.11 Lucro/Prejuízo do Período";"3.12 Participações/Contribuições Estatutárias";"3.13 Reversão dos Juros sobre Capital Próprio";"3.14 Part. de Acionistas Não Controladores";"3.15 Lucro/Prejuízo do Período";"3.99 Lucro por Ação - (Reais / Ação)";"6.01 Receitas";"6.01.01 Vendas Mercadorias, Produtos e Serviços";"6.01.02 Outras Receitas";"6.01.03 Receitas refs. à Constr. Ativos Próprios";"6.01.04 Provisão/Rev. Créds. Liquidação Duvidosa";"6.02 Insumos Adquiridos de Terceiros";"6.02.01 Custos Prods., Mercs. e Servs. Vendidos";"6.02.02 Materiais-Energia-Servs Terceiros-Outros";"6.02.03 Perda/Recuperação de Valores Ativos";"6.02.04 Outros";"6.03 Valor Adicionado Bruto";"6.04 Retenções";"6.04.01 Depreciação, Amortização e Exaustão";"6.04.02 Outras";"6.05 Valor Adicionado Líquido Produzido";"6.06 Vlr Adicionado Recebido em Transferência";"6.06.01 Resultado de Equivalência Patrimonial";"6.06.02 Receitas Financeiras";"6.06.03 Outros";"6.07 Valor Adicionado Total a Distribuir";"6.08 Distribuição do Valor Adicionado";"6.08.01 Pessoal";"6.08.02 Impostos, Taxas e Contribuições";"6.08.03 Remuneração de Capitais de Terceiros";"6.08.04 Remuneração de Capitais Próprios";"6.08.05 Outros";"7.01 Receitas";"7.01.01 Vendas de Mercadorias, Produtos e Serviços";"7.01.02 Outras Receitas";"7.01.03 Receitas refs. à Construção de Ativos Próprios";"7.01.04 Provisão/Reversão de Créds. Liquidação Duvidosa";"7.02 Insumos Adquiridos de Terceiros";"7.02.01 Custos Prods., Mercs. e Servs. Vendidos";"7.02.02 Materiais, Energia, Servs. de Terceiros e Outros";"7.02.03 Perda/Recuperação de Valores Ativos";"7.02.04 Outros";"7.03 Valor Adicionado Bruto";"7.04 Retenções";"7.04.01 Depreciação, Amortização e Exaustão";"7.04.02 Outras";"7.05 Valor Adicionado Líquido Produzido";"7.06 Vlr Adicionado Recebido em Transferência";"7.06.01 Resultado de Equivalência Patrimonial";"7.06.02 Receitas Financeiras";"7.06.03 Outros";"7.07 Valor Adicionado Total a Distribuir";"7.08 Distribuição do Valor Adicionado";"7.08.01 Pessoal";"7.08.02 Impostos, Taxas e Contribuições";"7.08.03 Remuneração de Capitais de Terceiros";"7.08.04 Remuneração de Capitais Próprios";"7.08.05 Outros";"cnpj";"ano";"constitu";"setor";"subsetor";"estado";"segmento";"patentes";"cedentes";"cessionaria";"num_patentes";"e_cedente";"num_cedentes";"e_cessionaria";"num_cessionaria";"CATEG_REG";"SETOR_ATIV";"UF";"DT_REG";"DT_CONST"
"1127";"GRENDENE SA";2016-12-31;3253820;2492979;20663;1288070;845170;260646;0;33028;3677;41725;760841;342916;412;387071;30442;NA;3253820;275383;51497;41369;45935;70734;63363;2485;0;NA;56367;54638;1019;0;710;0;0;NA;2922070;1231302;5311;0;1682354;0;0;3031;0;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;2045115;-1048588;996527;-596933;399594;268518;668112;-34157;633955;0;633955;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2351755;2360146;-6466;0;-1925;-1149160;-594726;-534334;-20100;0;1202595;-56349;-56349;0;1146246;396813;0;396698;115;1543059;1543059;518382;254994;135728;633955;0;"89850341000160";2016;"1971-02-25";"Consumo Cíclico";"Tecidos. Vestuário e Calçados";"RS";"Calçados";7;0;0;175;0;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"CE";"26/10/2004";"25/02/1971"
"1128";"GRENDENE SA";2017-12-31;3576008;2846997;30119;1537477;927173;279267;0;54651;4047;14263;729011;276957;412;422361;29281;NA;3576008;322074;59942;36705;44022;89666;90906;833;0;NA;36325;33961;1912;0;452;0;0;NA;3217609;1231302;8251;0;1965609;0;0;12447;0;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;2251972;-1151216;1100756;-635166;465590;238502;704092;-43189;660903;0;660903;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2556935;2577140;-16728;0;-3477;-1243109;-667024;-573062;-3023;0;1313826;-58994;-58994;0;1254832;312649;0;312528;121;1567481;1567481;538554;285628;82396;660903;0;"89850341000160";2017;"1971-02-25";"Consumo Cíclico";"Tecidos. Vestuário e Calçados";"RS";"Calçados";4;0;0;179;0;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"CE";"26/10/2004";"25/02/1971"
"1129";"GUARARAPES CONFECÇÕES SA";2010-12-31;3169164;1638457;131051;194619;843138;428128;0;11007;0;30514;1530707;124094;907;1367905;37801;NA;3169164;696699;83203;208527;181610;75304;148055;0;0;NA;522987;318727;19417;95848;81850;0;7145;NA;1949478;1500000;0;0;272765;-37514;176713;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2607984;-1115401;1492583;-1037539;455044;-1876;453168;-115373;337795;0;337795;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3440013;3430482;4624;0;4907;-1799100;-1265675;-533425;0;0;1640913;-115526;-115526;0;1525387;57628;0;57628;0;1583015;1583015;566037;603778;75406;285519;52275;"08402943000152";2010;"1956-10-06";"Consumo Cíclico";"Comércio";"SP";"Tecidos. Vestuário e Calçados";0;0;0;0;0;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"RN";"16/10/1958";"06/10/1956"
"1130";"GUARARAPES CONFECÇÕES SA";2011-12-31;3710950;1954080;110705;161942;1078578;558279;0;20491;0;24085;1756870;171964;222658;1321535;40713;NA;3710950;821986;134760;222116;133523;137105;194482;0;0;NA;650616;426025;69384;95750;59457;0;0;NA;2238348;1700000;0;0;366158;-37514;172190;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;3046024;-1298184;1747840;-1268426;479414;-13038;466376;-102524;363852;0;363852;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3909602;3928457;14472;0;-33327;-2059987;-1402061;-657926;0;0;1849615;-123659;-123659;0;1725956;45087;0;45087;0;1771043;1771043;656377;619875;130939;303686;60166;"08402943000152";2011;"1956-10-06";"Consumo Cíclico";"Comércio";"SP";"Tecidos. Vestuário e Calçados";0;0;0;0;0;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"RN";"16/10/1958";"06/10/1956"
"1131";"GUARARAPES CONFECÇÕES SA";2012-12-31;4240672;2372135;297238;163463;1291437;537563;0;60735;0;21699;1868537;174343;214391;1440150;39653;NA;4240672;995122;150452;227777;178084;148349;290460;0;0;NA;718621;476268;112123;73974;56256;0;0;NA;2526929;2e+06;0;0;362133;0;164796;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;3545995;-1474969;2071026;-1566522;504504;-20449;484055;-118504;365551;0;365551;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4506488;4561332;8308;0;-63152;-2470249;-1660512;-809737;0;0;2036239;-149622;-149622;0;1886617;53157;0;53157;0;1939774;1939774;719653;707740;146830;303158;62393;"08402943000152";2012;"1956-10-06";"Consumo Cíclico";"Comércio";"SP";"Tecidos. Vestuário e Calçados";0;0;0;0;0;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"RN";"16/10/1958";"06/10/1956"
"1132";"GUARARAPES CONFECÇÕES SA";2013-12-31;4758289;2619343;232914;176937;1522287;558654;0;89817;0;38734;2138946;203538;212135;1670457;52816;NA;4758289;1240928;180055;244427;229519;170658;416269;0;0;NA;688238;406672;137876;70181;73509;0;0;NA;2829123;2300000;0;0;368729;0;160394;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4069090;-1651885;2417205;-1845402;571803;-35458;536345;-115761;420584;0;420584;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5287768;5311533;-898;0;-22867;-2871016;-1944445;-926571;0;0;2416752;-174743;-174743;0;2242009;42190;0;42190;0;2284199;2284199;902323;778013;183279;367313;53271;"08402943000152";2013;"1956-10-06";"Consumo Cíclico";"Comércio";"SP";"Tecidos. Vestuário e Calçados";0;0;0;0;0;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"RN";"16/10/1958";"06/10/1956"
"1133";"GUARARAPES CONFECÇÕES SA";2014-12-31;5941264;3563606;358993;202179;2102907;774084;0;99730;0;25713;2377658;272009;206296;1832482;66871;NA;5941264;1643301;226067;256775;286630;212119;661710;0;0;NA;1122190;790739;162818;64961;103672;0;0;NA;3175773;2600000;0;0;419862;0;155911;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;4728129;-1824128;2904001;-2271367;632634;-29805;602829;-122719;480110;0;480110;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6072075;6159565;11354;0;-98844;-3577014;-2185498;-1391516;0;0;2495061;-211522;-211522;0;2283539;70469;0;70469;0;2354008;2354008;908607;782960;182331;413639;66471;"08402943000152";2014;"1956-10-06";"Consumo Cíclico";"Comércio";"SP";"Tecidos. Vestuário e Calçados";0;0;0;0;0;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"RN";"16/10/1958";"06/10/1956"
"1134";"GUARARAPES CONFECÇÕES SA";2015-12-31;7032835;4131787;367355;285663;2498552;744888;0;154522;0;80807;2901048;516947;199094;2082115;102892;NA;7032835;2715554;212142;502447;333713;836498;830754;0;0;NA;927173;581579;177909;63030;104655;0;0;NA;3390108;2900000;0;0;338629;0;151479;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;5507306;-2181132;3326174;-2852121;474053;-94762;379291;-29076;350215;0;350215;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6814664;7069526;29708;0;-284570;-4136234;-2465760;-1670474;0;0;2678430;-250767;-250767;0;2427663;212285;0;212285;0;2639948;2639948;1094740;889407;305586;296440;53775;"08402943000152";2015;"1956-10-06";"Consumo Cíclico";"Comércio";"SP";"Tecidos. Vestuário e Calçados";0;0;0;0;0;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"RN";"16/10/1958";"06/10/1956"
"1135";"GUARARAPES CONFECÇÕES SA";2016-12-31;7720762;4776437;616363;336951;2750165;662271;0;347493;0;63194;2944325;646260;192131;1993129;112805;NA;7720762;3045311;253696;453884;340306;931518;1065907;0;0;NA;1059101;659124;223792;0;176185;0;0;NA;3616350;3100000;0;0;369596;0;146754;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;5921650;-2347425;3574225;-3170592;403633;-128138;275495;42056;317551;0;317551;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7504579;7409590;87794;0;7195;-4965469;-2602733;-2362736;0;0;2539110;-286062;-286062;0;2253048;314241;0;248232;66009;2567289;2567289;1229400;623072;397266;192459;125092;"08402943000152";2016;"1956-10-06";"Consumo Cíclico";"Comércio";"SP";"Tecidos. Vestuário e Calçados";0;0;0;0;0;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"RN";"16/10/1958";"06/10/1956"
"1136";"GUARARAPES CONFECÇÕES SA";2017-12-31;7981777;5037500;410287;372037;3127141;730258;0;330437;0;67340;2944277;774120;185077;1847647;137433;NA;7981777;2824679;326179;524352;238558;581000;1154590;0;0;NA;1132056;718686;258330;0;155040;0;0;NA;4025042;3100000;0;0;782216;0;142826;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;6444659;-2338408;4106251;-3217627;888624;-112848;775776;-205449;570327;0;570327;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8222834;7935873;306375;0;-19414;-4919395;-2655576;-2263819;0;0;3303439;-300093;-300093;0;3003346;193521;0;124216;69305;3196867;3196867;1375019;827675;423846;481099;89228;"08402943000152";2017;"1956-10-06";"Consumo Cíclico";"Comércio";"SP";"Tecidos. Vestuário e Calçados";0;0;0;0;0;0;1;0;"Categoria A";"TEXTIL E VESTUÁRIO";"RN";"16/10/1958";"06/10/1956"
"1137";"HAGA S.A. INDÚSTRIA E COMÉRCIO";2011-12-31;35584,137;24773,914;605,679;12543,614;6518,204;4553,617;0;543,013;9,787;0;10810,223;570,26;467,417;9772,546;0;NA;35584,137;32145,57;414,747;771,027;961,711;28789,091;227,385;981,609;0;NA;105006,514;31786,819;73219,695;0;0;0;0;NA;-101567,947;10353;39,175;9099,445;0;-121059,567;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;35138,573;-22042,13;13096,443;446,546;13542,989;-5487,073;8055,916;-1745,338;6310,578;0;6310,578;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44228,909;44065,085;244,776;0;-80,952;-22049,186;-16119,699;-5929,487;0;0;22179,723;-1115,717;-1115,717;0;21064,006;2258,708;0;1772,488;486,22;23322,714;23322,714;8402,615;7997,46;612,061;6310,578;0;"30540991000166";2011;"1946-05-02";"Bens Industriais";"Construção e Engenharia";"RJ";"Produtos para Construção";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"RJ";"01/09/1988";"02/05/1946"
"1138";"HAGA S.A. INDÚSTRIA E COMÉRCIO";2012-12-31;39246,524;27131,279;1107,624;15161,734;5910,788;4417,413;0;532,624;1,096;0;12115,245;337,138;467,417;11310,69;0;NA;39246,524;22096,731;402,767;635,925;801,023;19072,105;205,093;979,818;0;NA;109448,465;31681,207;75066,028;2701,23;0;0;0;NA;-92298,672;10353;39,175;8880,131;0;-111570,978;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;29752,636;-19199,871;10552,765;4078,917;14631,682;-2513,193;12118,489;-2849,214;9269,275;0;9269,275;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40249,56;40164,938;12,274;0;72,348;-19815,015;-14583,883;-5231,132;0;0;20434,545;-1365,757;-1365,757;0;19068,788;5014,001;0;1671,307;3342,694;24082,789;24082,789;8254,88;6398,345;160,289;9269,275;0;"30540991000166";2012;"1946-05-02";"Bens Industriais";"Construção e Engenharia";"RJ";"Produtos para Construção";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"RJ";"01/09/1988";"02/05/1946"
"1139";"HAGA S.A. INDÚSTRIA E COMÉRCIO";2013-12-31;41558,683;28698,154;9,316;16934,759;6181,545;5126,016;0;435,87;10,648;0;12860,529;440;467,417;11953,112;0;NA;41558,683;24101,452;363,423;610,931;1202,369;20797,88;399,048;727,801;0;NA;106775,551;31518,059;75257,492;2701,23;0;0;0;NA;-89318,32;10353;39,175;8730,823;0;-108441,318;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;30557,202;-17944,091;12613,111;-4073,168;8539,943;-2638,918;5901,025;-2920,673;2980,352;0;2980,352;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45478,377;45477,011;40,927;0;-39,561;-23857,959;-17475,162;-6382,797;0;0;21620,418;-1545,325;-1545,325;0;20075,093;1903,245;0;1388,031;515,214;21978,338;21978,338;7893,665;8953,169;2151,152;2980,352;0;"30540991000166";2013;"1946-05-02";"Bens Industriais";"Construção e Engenharia";"RJ";"Produtos para Construção";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"RJ";"01/09/1988";"02/05/1946"
"1140";"HAGA S.A. INDÚSTRIA E COMÉRCIO";2014-12-31;47457,148;35012,548;60,511;23436,224;5969,484;5070,922;0;465,716;9,691;0;12444,6;548;467,417;11429,183;0;NA;47457,148;24395,81;353,469;543,265;1261,317;21193,284;243,608;800,867;0;NA;107398,872;31257,094;76141,778;2701,23;0;0;0;NA;-84337,534;10353;39,175;8650,936;0;-103380,645;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;35906,523;-21175,815;14730,708;-8214,086;6516,622;-967,809;5548,813;-568,027;4980,786;0;4980,786;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49082,531;49010,186;108,164;0;-35,819;-29033,208;-22119,497;-6913,711;0;0;20049,323;-1643,344;-1643,344;0;18405,979;2241,21;0;1937,173;304,037;20647,189;20647,189;8010,452;6666,718;989,233;4980,786;0;"30540991000166";2014;"1946-05-02";"Bens Industriais";"Construção e Engenharia";"RJ";"Produtos para Construção";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"RJ";"01/09/1988";"02/05/1946"
"1141";"HAGA S.A. INDÚSTRIA E COMÉRCIO";2015-12-31;51759,369;40073,071;108,929;28977,201;6253,718;4417,597;0;312,543;3,083;0;11686,298;590;467,417;10628,881;0;NA;51759,369;24282,647;344,878;921,515;1027,601;21206,333;165,76;616,56;0;NA;112319,467;30957,216;81362,251;0;0;0;0;NA;-84842,745;10353;39,175;8571,048;0;-103805,968;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;29639,628;-19360,648;10278,98;-6712,278;3566,702;100,126;3666,828;-520,368;3146,46;0;3146,46;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40946,655;40935,353;50,666;0;-39,364;-25439,912;-19859,868;-5580,044;0;0;15506,743;-1684,383;-1684,383;0;13822,36;3313,202;0;2997,144;316,058;17135,562;17135,562;7947,909;5463,293;577,9;3146,46;0;"30540991000166";2015;"1946-05-02";"Bens Industriais";"Construção e Engenharia";"RJ";"Produtos para Construção";0;0;0;0;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"RJ";"01/09/1988";"02/05/1946"
"1142";"HAGA S.A. INDÚSTRIA E COMÉRCIO";2016-12-31;57554,674;46421,659;16,096;36047,077;5464,851;4151,836;0;738,955;2,844;0;11133,015;913,135;467,417;9752,463;0;NA;57554,674;24886,518;379,61;698,686;1171,432;21712,13;250,782;673,878;0;NA;114240,433;30657,338;83583,095;0;0;0;0;NA;-81572,277;10353;39,175;8571,048;0;-100535,5;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;26475,364;-17307,448;9167,916;-6319;2848,916;871,955;3720,871;-450,403;3270,468;0;3270,468;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39655,631;39674,042;2,983;0;-21,394;-25588,207;-20334,134;-5254,073;0;0;14067,424;-1624,559;-1624,559;0;12442,865;4953,288;0;4390,218;563,07;17396,153;17396,153;7750,78;5720,787;654,118;3270,468;0;"30540991000166";2016;"1946-05-02";"Bens Industriais";"Construção e Engenharia";"RJ";"Produtos para Construção";1;0;0;3;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"RJ";"01/09/1988";"02/05/1946"
"1143";"HAGA S.A. INDÚSTRIA E COMÉRCIO";2017-12-31;59214,809;48760,019;49,137;38462,171;4607,835;4390,262;0;1246,594;4,02;0;10454,79;868,161;467,417;9119,212;0;NA;59214,809;26143,003;611,7;1165,824;1010,586;22262,224;315,681;776,988;0;NA;116049,759;30357,46;85692,299;0;0;0;0;NA;-82977,953;10353;39,175;8571,048;0;-101941,176;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;24410,448;-17178,673;7231,775;-8160,164;-928,389;-24,616;-953,005;-452,671;-1405,676;0;-1405,676;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37590,227;37684,019;2,983;0;-93,792;-27490,791;-20196,226;-7294,565;0;0;10099,436;-1660,583;-1660,583;0;8438,853;3901,404;0;3390,837;510,567;12340,257;12340,257;7996,975;5067,949;681,009;-1405,676;0;"30540991000166";2017;"1946-05-02";"Bens Industriais";"Construção e Engenharia";"RJ";"Produtos para Construção";2;0;0;5;0;0;1;0;"Categoria A";"METALURGIA E SIDERURGIA";"RJ";"01/09/1988";"02/05/1946"
"1144";"HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.";2017-12-31;2614945;1517775;104209;802814;421845;14226;0;26505;0;148176;1097170;760590;14;290622;45958;NA;2614945;1818793;96198;56139;113728;19;914461;638267;0;NA;324149;0;48016;21653;254480;0;0;NA;472003;280000;0;0;191879;0;0;0;0;124;NA;NA;NA;NA;NA;NA;NA;NA;NA;3847981;-2238700;1609281;-825829;783452;111544;894996;-244398;650598;0;650598;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3877873;4010770;2252;0;-135149;-2266506;-1459127;-807379;0;0;1611367;-40988;-40988;0;1570379;139312;-1420;139312;0;1709691;1709691;508246;517563;28077;655805;-11051;"05197443000138";2017;"2001-08-30";"Saúde";"Serv.Méd.Hospit..Análises e Diagnósticos";"CE";"Serv.Méd.Hospit..Análises e Diagnósticos";0;0;0;0;0;0;0;0;"Categoria A";"SERVIÇOS MÉDICOS";"CE";"20/04/2018";"30/08/2001"
"1145";"HELBOR EMPREENDIMENTOS S/A";2010-12-31;2099216;1582949;304539;0;641746;589664;0;4553;39402;3045;516267;480160;0;13085;23022;NA;2099216;614683;6990;54061;9050;292479;209103;43000;0;NA;756706;258807;465184;22712;10003;0;0;NA;727827;490941;-13236;0;223448;0;0;0;0;26674;NA;NA;NA;NA;NA;NA;NA;NA;NA;987173;-674106;313067;-115011;198056;32189;230245;-36354;193891;-11833;182058;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1026069;1020850;5308;0;-89;-742875;-674106;-68769;0;0;283194;-30532;-17043;-13489;252662;33321;0;45154;-11833;285983;285983;13219;76835;13871;182058;0;"49263189000102";2010;"1977-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"09/07/2007";"01/01/1977"
"1146";"HELBOR EMPREENDIMENTOS S/A";2011-12-31;2630337;1774019;210969;0;792628;719843;0;5434;38620;6525;856318;811043;0;21941;23334;NA;2630337;819375;9457;46859;10270;469844;231815;51130;0;NA;901969;280787;570914;37036;13232;0;0;NA;908993;490941;-13236;0;368492;0;0;0;0;62796;NA;NA;NA;NA;NA;NA;NA;NA;NA;1178528;-821528;357000;-120317;236683;37338;274021;-43028;230993;-17648;213345;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1223882;1217870;6012;0;0;-900174;-821528;-78646;0;0;323708;-19771;-15421;-4350;303937;35338;0;52986;-17648;339275;339275;17654;91168;17108;213345;0;"49263189000102";2011;"1977-01-01";"Consumo Cíclico";"Construção Civil";"SP";"Edificações";0;0;0;0;0;0;0;0;"Categoria A";"Construção Civil, Mat. Constr. e Decoração";"SP";"09/07/2007";"01/01/1977"
